LocationID,Category,AADT,AADT_Year,Latitude,Longitude
01000005,CC,395,2019,36.126099,-84.416817
01000007,CC,1916,2019,36.191066,-84.181373
01000008,CC,3519,2019,36.218138,-84.162139
01000010,CC,2348,2019,36.228584,-84.155918
01000011,CC,8840,2019,36.214983,-84.152704
01000013,CC,1059,2019,36.199488,-84.153285
01000014,CC,6620,2019,36.185714,-84.14494
01000016,CC,1258,2019,36.219962,-84.085278
01000018,CC,1455,2019,36.238447,-84.030034
01000019,CC,2236,2019,36.203735,-84.028585
01000020,CC,2852,2019,36.210924,-84.027543
01000021,CC,569,2019,36.203101,-84.047037
01000022,CC,7513,2019,36.195097,-84.050563
01000023,CC,3403,2019,36.194532,-84.067318
01000024,CC,2002,2019,36.182595,-84.075519
01000026,CC,2377,2019,36.160809,-84.080864
01000027,CC,466,2019,36.185913,-83.996217
01000028,CC,920,2019,36.174305,-84.003925
01000029,CC,1650,2019,36.145858,-84.013085
01000030,CC,1610,2019,36.155335,-84.025493
01000031,CC,866,2019,36.144911,-84.037258
01000032,CC,1364,2019,36.127891,-84.09392
01000035,CC,26010,2019,36.118381,-84.117474
01000036,CC,9440,2019,36.119058,-84.133044
01000037,CC,434,2019,36.123545,-84.235011
01000038,CC,605,2019,36.125992,-84.223355
01000039,CC,924,2019,36.120844,-84.203772
01000040,CC,661,2019,36.109528,-84.240688
01000041,CC,454,2019,36.108022,-84.188545
01000042,CC,2367,2019,36.101006,-84.151264
01000043,CC,18050,2019,36.089705,-84.142995
01000044,CC,18828,2019,36.084924,-84.129243
01000045,CC,2197,2019,36.076526,-84.133785
01000046,CC,2077,2019,36.066973,-84.140888
01000047,CC,1695,2019,36.064865,-84.116708
01000048,CC,1255,2019,36.058808,-84.128614
01000049,CC,14990,2019,36.048395,-84.117036
01000050,CC,4925,2019,36.045277,-84.107445
01000051,CC,22645,2019,36.038755,-84.107014
01000053,CC,16134,2019,36.037481,-84.120444
01000055,CC,1801,2019,36.030629,-84.158077
01000056,CC,15612,2019,36.017025,-84.167139
01000057,CC,16999,2019,36.047462,-84.207528
01000058,CC,6220,2019,36.064202,-84.203564
01000059,CC,892,2019,36.068203,-84.223332
01000060,CC,3860,2019,36.058797,-84.235535
01000061,CC,1229,2019,36.082346,-84.246812
01000062,CC,4497,2019,36.022607,-84.294155
01000063,CC,18483,2019,36.019468,-84.287306
01000065,CC,1529,2019,36.053704,-84.311095
01000066,CC,654,2019,36.051575,-84.33892
01000067,CC,2433,2019,36.045017,-84.329405
01000068,CC,18230,2019,36.036713,-84.332693
01000069,CC,5820,2019,36.17699,-84.049954
01000070,CC,25151,2019,36.007718,-84.275694
01000071,CC,29007,2019,36.00736,-84.260364
01000073,CC,39515,2019,35.987839,-84.210593
01000074,CC,10342,2019,36.101861,-84.132565
01000076,CC,2195,2019,36.095945,-84.140593
01000077,CC,20291,2019,36.032863,-84.226492
01000078,CC,18626,2019,36.01332,-84.240376
01000079,CC,9903,2019,36.014617,-84.249751
01000080,CC,19485,2019,35.991872,-84.319904
01000081,CC,1882,2019,36.029171,-84.259229
01000082,CC,6518,2019,35.979664,-84.229556
01000083,CC,4452,2019,36.121423,-84.120687
01000084,CC,41954,2019,36.142387,-84.049092
01000086,CC,49266,2019,36.228786,-84.152596
01000087,EDL,27511,2019,36.133472,-84.1091
01000088,CC,132,2019,36.11824,-84.216671
01000089,CC,6660,2019,36.110291,-84.111022
01000090,CC,7600,2019,36.045229,-84.205706
01000091,CC,2871,2019,36.021632,-84.228298
01000092,CC,7278,2019,36.022147,-84.224574
01000093,CC,1846,2019,36.031316,-84.253485
01000094,CC,4385,2019,36.024747,-84.246799
01000095,CC,7347,2019,36.022481,-84.248521
01000096,CC,2008,2019,36.016446,-84.257887
01000097,CC,6490,2019,36.008516,-84.257124
01000098,CC,1382,2019,36.005269,-84.257958
01000099,CC,898,2019,36.013161,-84.301515
01000100,CC,1384,2019,36.004939,-84.296458
01000101,CC,1764,2019,36.006073,-84.29388
01000102,CC,34465,2019,35.989627,-84.217854
01000103,CC,9283,2019,35.996328,-84.237771
01000106,CC,985,2019,36.011357,-84.134868
01000107,CC,1706,2019,36.094022,-84.168989
01000108,CC,709,2019,36.149721,-84.151982
01000109,CC,763,2019,36.056515,-84.244709
01000110,CC,778,2019,36.032106,-84.308952
01000111,CC,11403,2019,36.22341,-84.156935
01000113,CC,654,2019,36.053826,-84.216457
01000115,CC,26768,2019,36.022661,-84.244706
01000116,CC,1815,2019,36.014455,-84.270902
01000117,CC,200,2019,35.997205,-84.299578
01000118,CC,1286,2019,36.025029,-84.140518
01000119,CC,1772,2019,36.103509,-84.173108
01000122,CC,232,2019,36.229195,-84.182371
01000123,CC,214,2019,36.181701,-84.190527
01000125,CC,1067,2019,36.175386,-84.079463
01000126,CC,1048,2019,36.012777,-84.315521
01000127,CC,1547,2019,36.035221,-84.227383
01000128,CC,64,2019,36.071396,-84.130538
01000129,CC,1870,2019,36.080095,-84.134825
01000130,CC,1741,2019,36.08921,-84.150158
01000132,CC,449,2019,36.100987,-84.13485
01000133,CC,1642,2019,36.103183,-84.13305
01000134,CC,143,2019,36.106785,-84.132145
01000135,CC,1113,2019,36.108518,-84.133114
01000136,CC,380,2019,36.108422,-84.130766
01000137,CC,817,2019,36.114842,-84.121835
01000138,CC,984,2019,36.121998,-84.143044
01000139,CC,652,2019,36.067052,-84.152795
01000141,CC,1389,2019,36.04446,-84.208496
01000142,CC,2010,2019,36.042492,-84.217574
01000143,CC,1523,2019,36.038512,-84.223657
01000144,CC,990,2019,36.038149,-84.225799
01000145,CC,1133,2019,36.041237,-84.23623
01000146,CC,1607,2019,36.037642,-84.238812
01000148,CC,2091,2019,36.030606,-84.229336
01000149,CC,6891,2019,36.026475,-84.234457
01000150,CC,1879,2019,36.027484,-84.245444
01000151,CC,3638,2019,36.024654,-84.250663
01000152,CC,12863,2019,36.016653,-84.2411
01000153,CC,4263,2019,36.01513,-84.243423
01000154,CC,3468,2019,36.00737,-84.248949
01000155,CC,2305,2019,36.018672,-84.258233
01000156,CC,4734,2019,36.02032,-84.258362
01000157,CC,2165,2019,36.026677,-84.261164
01000158,CC,3685,2019,36.012412,-84.265764
01000159,CC,1631,2019,36.016586,-84.268513
01000160,CC,2118,2019,36.016476,-84.272191
01000161,CC,2627,2019,36.013458,-84.27429
01000162,CC,3400,2019,36.007405,-84.282086
01000163,CC,1542,2019,36.01142,-84.282788
01000164,CC,316,2019,36.016043,-84.280321
01000165,CC,2340,2019,36.020529,-84.281092
01000166,CC,1525,2019,35.994908,-84.314101
01000171,CC,21993,2019,36.097413,-84.133229
01000173,CC,863,2019,36.135437,-84.022893
01000174,CC,527,2019,36.216677,-84.039627
01000175,CC,3854,2019,36.106576,-84.129661
01000176,CC,1002,2019,36.103934,-84.129977
01000177,CC,423,2019,36.101721,-84.133411
01000178,CC,595,2019,36.100704,-84.133499
01000179,CC,790,2019,36.100295,-84.134459
01000180,CC,2341,2019,36.024356,-84.237812
01000181,CC,2078,2019,36.024305,-84.240977
01000182,CC,1711,2019,36.021077,-84.242172
01000183,CC,6523,2019,36.019056,-84.242371
01000184,CC,1953,2019,35.997793,-84.22987
01000186,CC,1379,2019,36.020556,-84.218399
01000187,CC,3582,2019,36.004975,-84.255555
01000188,CC,3440,2019,36.02873,-84.236157
01000189,CC,2135,2019,36.031449,-84.23055
01000190,CC,3425,2019,35.987647,-84.213777
01000191,CC,4384,2019,35.98634,-84.216862
01000192,CC,3420,2019,36.019674,-84.237523
01000193,CC,7608,2019,35.984675,-84.220562
01000194,CC,2127,2019,36.035147,-84.262625
01000195,CC,22512,2019,36.170172,-84.076098
01000196,CC,30723,2019,36.164151,-84.085444
02000002,CC,4286,2019,35.633318,-86.593138
02000003,CC,1421,2019,35.626065,-86.606475
02000004,CC,1077,2019,35.61036,-86.591587
02000005,CC,4749,2019,35.599442,-86.571658
02000006,CC,1744,2019,35.609572,-86.569647
02000007,CC,1325,2019,35.593068,-86.54974
02000009,CC,1169,2019,35.643684,-86.529174
02000010,CC,961,2019,35.62902,-86.480808
02000012,CC,18754,2019,35.609197,-86.435002
02000015,CC,1383,2019,35.601669,-86.353099
02000016,CC,1331,2019,35.58836,-86.344353
02000017,CC,1578,2019,35.58106,-86.357675
02000019,CC,1554,2019,35.583109,-86.269786
02000020,CC,504,2019,35.563959,-86.280019
02000021,CC,1378,2019,35.568586,-86.351125
02000022,CC,1847,2019,35.569686,-86.364461
02000023,CC,1098,2019,35.555195,-86.352294
02000024,CC,2385,2019,35.580585,-86.588915
02000027,CC,2292,2019,35.522301,-86.469699
02000029,CC,400,2019,35.524851,-86.371407
02000030,CC,1790,2019,35.540492,-86.328288
02000031,CC,852,2019,35.520421,-86.301229
02000032,CC,1537,2019,35.520207,-86.316261
02000033,CC,2925,2019,35.519146,-86.334357
02000036,CC,15336,2019,35.485196,-86.429337
02000038,CC,2051,2019,35.495205,-86.439122
02000039,CC,4399,2019,35.509397,-86.446951
02000040,CC,24937,2019,35.511197,-86.456089
02000041,CC,10083,2019,35.502741,-86.482316
02000042,CC,3523,2019,35.485114,-86.48157
02000047,CC,687,2019,35.492371,-86.629598
02000048,CC,3396,2019,35.490813,-86.650047
02000052,CC,5150,2019,35.455824,-86.514152
02000053,CC,2475,2019,35.450739,-86.506505
02000054,CC,7422,2019,35.47209,-86.47552
02000055,CC,3608,2019,35.446093,-86.473781
02000057,CC,4780,2019,35.47145,-86.444888
02000058,CC,10517,2019,35.471741,-86.389006
02000059,CC,1317,2019,35.454677,-86.338112
02000061,CC,630,2019,35.460408,-86.263675
02000063,CC,1553,2019,35.432916,-86.258993
02000065,CC,428,2019,35.407039,-86.334924
02000068,CC,4201,2019,35.439528,-86.439669
02000071,CC,517,2019,35.416134,-86.552873
02000073,CC,1795,2019,35.373536,-86.513793
02000074,CC,668,2019,35.396503,-86.418465
02000075,CC,410,2019,35.392895,-86.402317
02000076,CC,791,2019,35.382951,-86.417637
02000077,CC,3236,2019,35.36565,-86.3924
02000078,CC,367,2019,35.337309,-86.441816
02000080,CC,701,2019,35.67436,-86.59454
02000081,CC,387,2019,35.593974,-86.377376
02000083,CC,6470,2019,35.478208,-86.439722
02000084,CC,9069,2019,35.487504,-86.461851
02000085,CC,18838,2019,35.481954,-86.463502
02000086,CC,546,2019,35.483704,-86.566283
02000087,CC,750,2019,35.425552,-86.325614
02000088,CC,10987,2019,35.489041,-86.46939
02000089,CC,7198,2019,35.490141,-86.464736
02000090,CC,17888,2019,35.492129,-86.458657
02000091,CC,7810,2019,35.482147,-86.456873
02000092,CC,856,2019,35.479869,-86.460354
02000093,CC,15935,2019,35.488222,-86.459166
02000094,CC,4055,2019,35.489382,-86.431707
02000096,CC,6029,2019,35.491087,-86.454847
02000097,CC,52,2019,35.430298,-86.26958
02000098,CC,254,2019,35.616008,-86.414733
02000099,CC,257,2019,35.676613,-86.622369
02000101,CC,750,2019,35.461376,-86.592669
02000102,CC,145,2019,35.359644,-86.449446
02000103,CC,1705,2019,35.488884,-86.403909
02000104,CC,2388,2019,35.493668,-86.416636
02000105,CC,1272,2019,35.489655,-86.420477
02000106,CC,4178,2019,35.488811,-86.423762
02000107,CC,3707,2019,35.483325,-86.439764
02000108,CC,4753,2019,35.494498,-86.445782
02000109,CC,2020,2019,35.490869,-86.44955
02000110,CC,912,2019,35.458562,-86.458247
02000111,CC,4919,2019,35.484465,-86.471927
02000112,CC,2157,2019,35.4841,-86.459792
02000113,CC,6027,2019,35.484304,-86.453805
02000114,CC,1965,2019,35.479184,-86.478758
02000115,CC,332,2019,35.490792,-86.465392
02000116,CC,2323,2019,35.504835,-86.453651
02000117,CC,3883,2019,35.521614,-86.457296
02000118,CC,6646,2019,35.563041,-86.541438
02000119,CC,2890,2019,35.572241,-86.557475
02000120,CC,15621,2019,35.488634,-86.456344
02000121,CC,9373,2019,35.495945,-86.459509
02000122,CC,105,2019,35.341324,-86.429323
02000124,CC,2040,2019,35.589596,-86.368032
02000125,CC,1410,2019,35.596545,-86.52255
02000126,CC,814,2019,35.419044,-86.491333
02000127,CC,4190,2019,35.477217,-86.402851
02000128,CC,1364,2019,35.477859,-86.426857
02000129,CC,107,2019,35.479898,-86.45948
02000130,CC,4350,2019,35.487691,-86.455347
02000131,CC,1156,2019,35.487597,-86.458411
02000132,CC,11761,2019,35.485242,-86.461879
02000133,CC,4630,2019,35.483384,-86.462386
02000134,CC,10939,2019,35.485432,-86.463881
02000135,CC,7361,2019,35.495653,-86.457117
02000137,CC,5605,2019,35.478995,-86.458736
02000138,CC,2647,2019,35.542221,-86.459979
02000139,CC,368,2019,35.602518,-86.417604
02000140,CC,844,2019,35.481952,-86.487434
02000141,CC,2834,2019,35.482625,-86.460579
02000142,CC,1160,2019,35.483341,-86.458463
02000144,CC,3346,2019,35.48354,-86.460533
02000145,CC,713,2019,35.484975,-86.46088
02000146,CC,423,2019,35.378919,-86.497548
02000147,CC,20675,2019,35.54628,-86.450161
02000148,CC,14189,2019,35.484996,-86.459214
02000149,CC,8920,2019,35.486727,-86.459378
02000150,CC,1197,2019,35.647547,-86.360795
02000151,CC,20237,2019,35.640385,-86.427235
02000152,CC,3861,2019,35.700455,-86.62135
02000153,CC,3720,2019,35.488411,-86.389215
02000154,CC,4979,2019,35.515739,-86.403829
03000001,CC,114,2019,36.330988,-88.016575
03000002,CC,777,2019,36.250699,-88.077099
03000003,CC,660,2019,36.248732,-88.066392
03000004,CC,550,2019,36.244771,-88.056419
03000005,CC,418,2019,36.224598,-88.075809
03000006,CC,330,2019,36.215247,-88.072024
03000007,CC,1454,2019,36.211495,-88.087448
03000008,CC,398,2019,36.208451,-88.114619
03000009,CC,230,2019,36.151171,-88.160829
03000011,CC,2362,2019,36.075549,-88.105886
03000012,CC,1157,2019,36.061564,-88.092299
03000013,CC,2877,2019,36.056177,-88.0776
03000014,CC,221,2019,36.070923,-87.995696
03000016,CC,848,2019,36.033576,-88.080308
03000017,CC,3571,2019,36.041186,-88.084097
03000018,CC,832,2019,36.041273,-88.111317
03000019,CC,10709,2019,36.056757,-88.114527
03000023,CC,210,2019,35.990783,-88.174035
03000024,CC,835,2019,35.961087,-88.117737
03000025,CC,635,2019,35.960899,-88.042993
03000026,CC,102,2019,35.946593,-88.184972
03000028,CC,530,2019,35.878469,-88.144253
03000030,CC,431,2019,35.875821,-88.121904
03000032,CC,372,2019,35.871929,-88.080133
03000033,CC,462,2019,36.21549,-88.081026
03000034,CC,226,2019,36.078717,-88.009444
03000035,EDL,33860,2019,35.857111,-88.055056
03000036,CC,4712,2019,35.85305,-88.085365
03000038,CC,132,2019,35.914608,-88.144989
03000039,CC,4634,2019,36.127483,-88.127163
03000040,CC,513,2019,35.877448,-87.976349
03000041,CC,110,2019,36.312328,-88.019766
03000042,CC,5017,2019,36.177693,-88.159603
03000043,CC,533,2019,36.052774,-88.098031
03000044,CC,11103,2019,36.076474,-88.112204
03000046,CC,2226,2019,36.233804,-88.09246
03000047,CC,3504,2019,36.06283,-88.09712
03000048,CC,4590,2019,35.992905,-88.110281
03000049,CC,310,2019,35.972172,-88.108756
03000050,CC,9190,2019,36.048725,-88.115601
03000052,CC,345,2019,35.978774,-88.171577
03000053,CC,1259,2019,36.023705,-88.122801
03000054,CC,2081,2019,36.128105,-88.106505
03000055,CC,1566,2019,36.073958,-88.037243
03000056,CC,160,2019,36.082412,-88.207418
03000057,CC,1672,2019,36.012419,-88.078613
03000059,CC,4173,2019,35.907252,-88.101489
03000060,CC,5813,2019,36.049234,-88.123338
03000061,CC,56,2019,36.116328,-87.999935
03000062,CC,357,2019,36.133969,-88.085901
03000063,CC,426,2019,36.14455,-88.111923
03000064,CC,124,2019,36.086872,-88.067116
03000065,CC,772,2019,36.096328,-88.083418
03000066,CC,191,2019,36.085946,-88.15296
03000067,CC,282,2019,36.059078,-88.149242
03000068,CC,80,2019,35.953594,-88.193161
03000070,CC,52,2019,35.90634,-88.080939
03000072,CC,580,2019,36.015627,-88.069784
03000073,CC,125,2019,35.851435,-88.155089
03000074,CC,2903,2019,36.038715,-88.126587
03000075,CC,4692,2019,36.03073,-88.101557
03000076,CC,203,2019,36.123287,-88.039512
03000078,CC,120,2019,36.143849,-87.970611
03000079,CC,132,2019,36.179655,-88.014096
03000080,CC,80,2019,36.197898,-87.993866
03000081,CC,212,2019,36.276238,-87.988352
03000082,CC,233,2019,36.304354,-88.028226
03000083,CC,103,2019,36.299627,-88.073688
03000084,CC,78,2019,36.04811,-88.084285
03000085,CC,720,2019,36.057268,-88.119806
03000086,CC,669,2019,36.065573,-88.118329
03000087,CC,1197,2019,36.063028,-88.108583
03000088,CC,1401,2019,36.069326,-88.094765
03000089,CC,2703,2019,36.032193,-88.074227
03000090,CC,3661,2019,36.026694,-88.078308
03000091,CC,5664,2019,36.030439,-88.116538
03000092,CC,6297,2019,36.045216,-88.148368
03000093,CC,5430,2019,36.04437,-88.176023
03000095,CC,381,2019,35.866642,-87.977569
03000097,CC,224,2019,35.854894,-88.073047
03000098,CC,593,2019,36.172957,-88.136552
03000099,CC,4523,2019,36.055509,-88.097069
03000100,CC,9450,2019,36.057904,-88.100657
03000101,CC,3485,2019,36.058651,-88.09399
03000102,CC,2488,2019,36.065717,-88.097716
03000103,CC,1519,2019,35.869797,-88.005659
03000104,CC,2006,2019,35.869937,-88.008231
03000106,CC,803,2019,36.000218,-88.136249
03000107,CC,1743,2019,36.057815,-88.097243
03000108,CC,2262,2019,36.058672,-88.097266
04000001,CC,1686,2019,35.762796,-85.169327
04000002,CC,1615,2019,35.732887,-85.228842
04000004,CC,182,2019,35.736548,-85.047493
04000007,CC,300,2019,35.698786,-85.115428
04000008,CC,93,2019,35.665943,-85.095934
04000012,CC,2534,2019,35.665999,-85.232675
04000013,CC,1580,2019,35.679146,-85.245224
04000016,CC,660,2019,35.639788,-85.271197
04000017,CC,2585,2019,35.631827,-85.195494
04000019,CC,703,2019,35.617267,-85.160473
04000020,CC,3205,2019,35.611236,-85.188317
04000023,CC,1116,2019,35.594777,-85.189345
04000024,CC,5790,2019,35.590707,-85.204166
04000025,CC,3185,2019,35.584826,-85.173666
04000026,CC,395,2019,35.573792,-85.197347
04000027,CC,1357,2019,35.569286,-85.126515
04000030,CC,572,2019,35.523209,-85.136075
04000033,CC,444,2019,35.55481,-85.381117
04000034,CC,827,2019,35.53519,-85.325186
04000037,CC,5105,2019,35.501899,-85.291775
04000038,CC,312,2019,35.49744,-85.243808
04000039,CC,532,2019,35.476094,-85.177466
04000040,CC,359,2019,35.443413,-85.296089
04000042,CC,4522,2019,35.646548,-85.165135
04000043,CC,2854,2019,35.718302,-85.091988
04000045,CC,1668,2019,35.576372,-85.111296
04000046,CC,1589,2019,35.758682,-85.262997
04000047,CC,607,2019,35.506669,-85.266123
04000048,CC,1235,2019,35.510867,-85.286316
04000049,CC,366,2019,35.748157,-85.049677
04000050,CC,177,2019,35.729855,-85.027801
04000051,CC,503,2019,35.458683,-85.197678
04000052,CC,1062,2019,35.600927,-85.079147
04000053,CC,3551,2019,35.62098,-85.188004
04000054,CC,116,2019,35.639248,-85.334158
04000055,CC,137,2019,35.755167,-85.239864
04000056,CC,6818,2019,35.603042,-85.196872
05000001,CC,3534,2019,35.868209,-83.802645
05000002,CC,4998,2019,35.838886,-83.790517
05000003,CC,1092,2019,35.828024,-83.848687
05000005,CC,9114,2019,35.864777,-83.96304
05000009,CC,6721,2019,35.822134,-84.047321
05000010,CC,2599,2019,35.8101,-84.082197
05000011,CC,2298,2019,35.799717,-84.048527
05000012,CC,9220,2019,35.795625,-83.99557
05000013,CC,56580,2019,35.807649,-83.985559
05000014,CC,8134,2019,35.802508,-83.984065
05000016,CC,14550,2019,35.800544,-83.943854
05000017,CC,1002,2019,35.813872,-83.883885
05000018,CC,6030,2019,35.802195,-83.848868
05000019,CC,1096,2019,35.82152,-83.801269
05000020,CC,2482,2019,35.816257,-83.790065
05000022,CC,4707,2019,35.773517,-83.848985
05000023,CC,2330,2019,35.778907,-83.854983
05000024,CC,5391,2019,35.766409,-83.861328
05000025,CC,3926,2019,35.786744,-83.933639
05000026,CC,13344,2019,35.780358,-83.9502
05000027,CC,19046,2019,35.782987,-83.985595
05000028,CC,5269,2019,35.781371,-84.023518
05000030,CC,461,2019,35.779891,-84.085714
05000031,CC,1992,2019,35.77721,-84.124558
05000032,CC,534,2019,35.760817,-84.156321
05000033,CC,1709,2019,35.755552,-84.128971
05000035,CC,1278,2019,35.733287,-84.110143
05000036,CC,1288,2019,35.73428,-84.082924
05000037,CC,881,2019,35.717415,-84.111245
05000038,CC,2801,2019,35.751661,-84.025805
05000039,CC,2080,2019,35.769007,-84.015469
05000040,CC,11617,2019,35.747011,-84.001339
05000041,CC,1913,2019,35.758927,-83.979248
05000042,CC,13207,2019,35.762743,-83.945953
05000043,CC,25075,2019,35.755138,-83.951197
05000044,CC,2213,2019,35.749711,-83.919671
05000045,CC,12290,2019,35.759017,-83.869313
05000046,CC,1452,2019,35.76018,-83.845387
05000047,CC,723,2019,35.755511,-83.825517
05000048,CC,682,2019,35.73326,-83.816525
05000049,CC,1835,2019,35.740925,-83.84025
05000051,CC,857,2019,35.723413,-83.908546
05000052,CC,6618,2019,35.744563,-83.956173
05000053,CC,3629,2019,35.738709,-83.954412
05000054,CC,4862,2019,35.71553,-83.966789
05000055,CC,906,2019,35.718011,-83.952145
05000056,CC,5687,2019,35.740695,-83.986026
05000057,CC,38646,2019,35.735922,-83.992447
05000058,CC,1494,2019,35.740076,-83.999913
05000059,CC,9350,2019,35.732837,-84.034533
05000060,CC,4410,2019,35.707755,-84.071873
05000061,CC,1161,2019,35.671654,-84.132534
05000062,CC,17787,2019,35.690358,-84.053369
05000063,CC,2056,2019,35.699822,-84.046858
05000064,CC,26130,2019,35.703927,-84.035682
05000065,CC,6480,2019,35.691921,-84.041789
05000066,CC,2827,2019,35.685249,-84.015758
05000067,CC,2036,2019,35.670175,-84.018501
05000068,CC,2316,2019,35.654362,-84.103909
05000070,CC,789,2019,35.61664,-84.091176
05000071,CC,1470,2019,35.599772,-84.096855
05000072,CC,1013,2019,35.607193,-84.087569
05000074,CC,533,2019,35.588289,-84.124199
05000075,CC,1310,2019,35.554578,-84.090771
05000077,CC,650,2019,35.621795,-84.030903
05000078,CC,1218,2019,35.656317,-83.971369
05000079,CC,602,2019,35.651618,-83.95086
05000080,CC,501,2019,35.664612,-83.9528
05000081,CC,8468,2019,35.69422,-83.800316
05000082,CC,382,2019,35.694075,-83.798948
05000083,CC,1494,2019,35.666155,-83.785127
05000084,CC,6169,2019,35.683924,-83.725344
05000085,CC,2624,2019,35.663457,-83.700853
05000086,CC,5150,2019,35.650078,-83.711511
05000087,CC,146,2019,35.564018,-84.004288
05000088,CC,1460,2019,35.503785,-83.981294
05000089,CC,31261,2019,35.744638,-83.993641
05000090,CC,42536,2019,35.781467,-83.990429
05000091,CC,18096,2019,35.744777,-83.983856
05000092,CC,21010,2019,35.751488,-83.985645
05000093,CC,42324,2019,35.753398,-83.994056
05000094,CC,3204,2019,35.757738,-83.990631
05000095,CC,48400,2019,35.760827,-83.988189
05000096,CC,11796,2019,35.753021,-83.974226
05000097,CC,11762,2019,35.748305,-83.971118
05000098,CC,25139,2019,35.761384,-83.967968
05000099,CC,11900,2019,35.757257,-83.973027
05000101,CC,2894,2019,35.755346,-83.970136
05000102,CC,7662,2019,35.75886,-83.968562
05000103,CC,4272,2019,35.759107,-83.969136
05000104,CC,22737,2019,35.759301,-83.966216
05000105,CC,9277,2019,35.76091,-83.965804
05000106,CC,3894,2019,35.765964,-83.962518
05000107,CC,7796,2019,35.773113,-83.963341
05000108,CC,1946,2019,35.785049,-83.963446
05000109,CC,2551,2019,35.788773,-83.961644
05000110,CC,878,2019,35.718132,-83.83057
05000111,CC,36666,2019,35.768771,-83.987599
05000112,CC,59108,2019,35.794106,-83.992558
05000113,CC,11511,2019,35.779146,-83.997624
05000114,CC,5030,2019,35.780971,-83.977572
05000115,CC,5022,2019,35.801498,-83.976017
05000117,CC,617,2019,35.836008,-83.871907
05000119,CC,2492,2019,35.813539,-83.980208
05000120,CC,2272,2019,35.835055,-83.956897
05000121,CC,5375,2019,35.821538,-83.966952
05000122,CC,26808,2019,35.753453,-84.009607
05000123,CC,7852,2019,35.803851,-83.989363
05000124,CC,8849,2019,35.7654,-84.031418
05000125,CC,9130,2019,35.769243,-83.918396
05000126,CC,12718,2019,35.756529,-84.085533
05000127,CC,2001,2019,35.799871,-83.860909
05000128,CC,134,2019,35.791874,-83.77469
05000129,CC,4592,2019,35.774154,-83.940284
05000130,CC,6257,2019,35.76751,-83.956248
05000131,CC,1321,2019,35.764078,-83.957969
05000132,CC,5042,2019,35.755393,-83.983095
05000133,CC,4570,2019,35.739913,-83.981256
05000134,CC,7927,2019,35.73261,-83.978852
05000135,CC,2922,2019,35.775201,-83.966653
05000136,CC,12333,2019,35.752303,-84.141596
05000137,CC,692,2019,35.750375,-84.147778
05000138,CC,2995,2019,35.839165,-83.984602
05000139,CC,22240,2019,35.76886,-83.974614
05000141,CC,645,2019,35.736212,-83.930266
05000142,CC,1611,2019,35.764747,-83.935774
05000143,CC,823,2019,35.742668,-83.971739
05000144,CC,15019,2019,35.744659,-83.998378
05000145,CC,9086,2019,35.718692,-84.025132
05000146,CC,2430,2019,35.798302,-84.088909
05000147,CC,6122,2019,35.803329,-83.955772
05000150,CC,12722,2019,35.822692,-84.022375
05000151,CC,2392,2019,35.7569,-83.953696
05000152,CC,564,2019,35.773717,-83.946952
05000153,CC,24700,2019,35.754777,-83.966346
05000155,CC,233,2019,35.592435,-84.083703
05000158,CC,9186,2019,35.752657,-83.967566
05000159,CC,18329,2019,35.756775,-83.910817
05000160,CC,2258,2019,35.770614,-83.960458
05000161,CC,1355,2019,35.765682,-83.969812
05000162,CC,1003,2019,35.765698,-83.97515
05000164,CC,15586,2019,35.767333,-83.982705
05000165,CC,17775,2019,35.771413,-83.98483
05000166,CC,13251,2019,35.770251,-83.97996
05000167,CC,19796,2019,35.766604,-83.980815
05000168,CC,1856,2019,35.779886,-83.967171
05000169,CC,7810,2019,35.812662,-83.977298
05000170,CC,3970,2019,35.816432,-83.977622
05000171,CC,2399,2019,35.850381,-83.967855
05000172,CC,4798,2019,35.829073,-83.949742
05000173,CC,7741,2019,35.841392,-83.941181
05000175,CC,3251,2019,35.759224,-83.963861
05000176,CC,21137,2019,35.756117,-83.963456
05000177,CC,2693,2019,35.756111,-83.96622
05000178,CC,6418,2019,35.755612,-83.972562
05000179,CC,2365,2019,35.7549,-83.971389
05000180,CC,25603,2019,35.750846,-83.974589
05000181,CC,9506,2019,35.727854,-83.991903
05000182,CC,9700,2019,35.81299,-84.02792
05000183,CC,42872,2019,35.840791,-83.981584
05000184,CC,49414,2019,35.84953,-84.003662
05000185,CC,17025,2019,35.752416,-83.996061
05000186,CC,1626,2019,35.771291,-83.878258
05000187,CC,806,2019,35.715137,-84.090591
05000188,CC,1192,2019,35.857342,-83.792069
05000189,CC,196,2019,35.863163,-83.782445
05000191,CC,18521,2019,35.83155,-83.964174
05000192,CC,631,2019,35.831388,-83.966793
05000193,CC,2047,2019,35.829289,-83.969506
05000194,CC,3433,2019,35.826901,-83.985894
05000195,CC,1260,2019,35.760896,-83.94099
05000196,CC,3862,2019,35.733255,-83.98629
05000197,CC,3270,2019,35.739961,-83.942905
05000198,CC,1314,2019,35.756425,-83.9611
05000199,CC,5154,2019,35.744876,-83.965665
05000200,CC,3359,2019,35.751534,-83.973438
05000201,CC,1697,2019,35.793304,-83.979861
05000202,CC,5344,2019,35.702975,-83.984982
05000203,CC,5272,2019,35.713693,-84.010857
05000204,CC,7400,2019,35.751831,-84.036719
